Link;Price;Currency;Available_in_warehouse_pcs;EAN_PCS;Product_name
ad_4404cr;46.12;EUR;231;5902934830553;Espresso machine - 15 bar
ad_4407;11.50;EUR;2644;5902934830454;Coffee maker 0,7 L
ad_4417;15.42;EUR;0;5905575901491;Espresso coffee maker
ad_4419;13.29;EUR;1219;5905575901538;Espresso coffee maker
ad_4420;5.79;EUR;0;5905575901552;Espresso coffee maker
ad_4421;4.75;EUR;1348;5905575901576;Espresso coffee maker
ad_4429;5.96;EUR;1909;5905575907196;Espresso coffee maker
ad_443;7.50;EUR;2614;5901436590309;Coffee grinder
ad_4446bg;7.32;EUR;915;5903887800464;Coffee Mill
ad_4446bs;7.32;EUR;2714;5903887800433;Coffee Mill
ad_4446wg;7.32;EUR;2855;5903887800440;Coffee Mill
ad_4446ws;7.32;EUR;3646;5903887800457;Coffee Mill
ad_4448;21.30;EUR;809;5903887806169;Burr coffee grinder
ad_4449b;14.38;EUR;536;5903887809764;Electric Salt and Pepper Grinder - Set - 3 grinders - USB
ad_4449w;14.38;EUR;884;5903887809788;Electric Salt and Pepper Grinder - Set - 3 grinders - USB
ad_4449.1b;2.39;EUR;0;5903887809801; Salt and Pepper Grinder
ad_4449.1w;2.39;EUR;0;5903887809900;Salt and Pepper Grinder
ad_4450;35.75;EUR;931;5903887803236;Burr coffee grinder
ad_4459;7.26;EUR;1305;5908256835412;Egg boiler for 7 eggs
ad_4474g;6.25;EUR;209;5908256838697;Electric lunchbox - 1.1L
ad_4474b;6.25;EUR;816;5908256838703;Electric lunchbox - 1L
ad_4476;10.68;EUR;0;5908256839472;Yogurt Maker +7 glass jars
ad_4478;17.77;EUR;629;5908256839533;Milk frother - heater
ad_4479;12.97;EUR;352;5908256839557;Popcorn maker
ad_4486;11.38;EUR;1213;5902934831451;Egg boiler for 8 eggs
ad_4487;12.95;EUR;1269;5902934839082;Chocolate Fountain
ad_4489;4.47;EUR;753;5902934839112;Knife sharpener AD 4489
ad_4490;5.70;EUR;579;5902934839723;Electric wine opener
ad_4491;1.98;EUR;83;5903887801034;Milk frother
ad_4494b;17.22;EUR;1177;5905575901255;Milk frother black - frothing and heating (latte and cappucino)
ad_4494d;17.22;EUR;817;5905575901279;Milk frother dark - frothing and heating (latte and cappucino)
ad_4494;17.22;EUR;908;5903887809726;Milk frother white - frothing and heating (latte and cappucino)
ad_4495;16.17;EUR;620;5903887809740;Milk frother - frothing and heating (latte and cappucino)
ad_4496;55.42;EUR;470;5903887801843;Electric pasteurization pot 28L
ad_4497;14.14;EUR;339;5903887803625;Milk frother - frothing and heating
ad_4499;2.88;EUR;2429;5903887806053;Milk frother with a stand
ad_4500;3.67;EUR;4417;5903887806077;Milk frother with a stand
ad_4503;29.51;EUR;0;5903887808071;Vacuum sealer
ad_4505b;8.36;EUR;580;5905575900395;Electric lunch box
ad_4505g;8.36;EUR;1066;5905575900371;Electric lunch box
ad_4506bk;4.15;EUR;2026;5905575900791;Thermal flask LED 473ml black
ad_4506bl;4.15;EUR;3533;5905575900838;Thermal flask LED 473ml blue
ad_4506p;4.15;EUR;2880;5905575900814;Thermal flask LED 473ml pink
ad_4506w;4.15;EUR;3451;5905575900777;Thermal flask LED 473ml white
ad_4508;14.35;EUR;516;5905575902368;Electric Knife Sharpener
ad_4509;3.77;EUR;1336;5905575902900;Electric Wine Opener – set
ad_4511;11.05;EUR;410;5905575903365;Popcorn machine
ad_4512;10.37;EUR;644;5905575903341;Electric knife
ad_4514;26.55;EUR;1344;5905575906038;Food vacuum air extracting set 
ad_4514.1;7.65;EUR;929;5905575906052;Vacuum bags set
ad_4514.2;4.64;EUR;445;5905575906076;Vacuum bags set 
ad_4515;16.34;EUR;1041;5905575906090;Food vacuum air extracting set 
ad_4518;9.55;EUR;1370;5905575905871;Knife sharpener electric
ad_4521;9.77;EUR;1405;5905575906878;Electric lunch box with 5 litres thermal bag
ad_4522b;9.92;EUR;1443;5905575906892;Electric lunch box with thermal bag 5 litres
ad_4522g;9.92;EUR;1456;5905575906915;Electric lunch box with thermal bag 5 litres
ad_4523;2.59;EUR;1138;5905575906953;Thermal bag - 10 L
ad_4616;7.42;EUR;2564;5902934831291;Hand Blender
ad_4617;10.32;EUR;2000;5908256839816;Hand blender
ad_4617w;9.03;EUR;0;5903887801898;Hand blender
ad_4620;10.47;EUR;4210;5903887800051;Hand blender - set
ad_4622;5.33;EUR;3514;5902934833448;Blender hand
ad_4625b;14.09;EUR;3005;5902934839013;Hand blender
ad_4625w;14.09;EUR;3375;5902934838993;Hand blender
ad_4627;13.63;EUR;0;5905575901712;Hand blender set
ad_4628;10.17;EUR;1104;5905575902047;Hand Blender with Turbo Function and Ice Crushing
ad_4703;20.15;EUR;657;5903887804561;Food Slicer AD 4703 
ad_4803;33.06;EUR;42;5908256832060;Meat mincer
ad_4808;20.90;EUR;1512;5902934830232;Meat mincer
ad_4811;30.39;EUR;962;5902934838207;Meat mincer
ad_4813;37.64;EUR;638;5903887803991;Meat mincer #5 with a shredder
ad_4815;17.95;EUR;0;5905575900692;Vegetable slicer AD 4815
ad_5015;5.02;EUR;4178;5908256832299;Iron travel 700 W 
ad_5019;5.56;EUR;944;5908256833364;Iron non-stick soleplate 1600 W
ad_5022;8.68;EUR;1527;5908256834293;Iron steel soleplate  Max power 3000 W
ad_5030;10.51;EUR;1692;5902934831048;Iron ceramic soleplate 3000 W
ad_5032;12.64;EUR;2096;5902934833776;Iron ceramic 3000 W
ad_5042;14.35;EUR;634;5905575905673;Garment steamer
ad_5043;17.24;EUR;2047;5905575906281;Cordless Steam Iron 
ad_5044;15.61;EUR;1888;5905575906304;2 in 1 Garment steamer & iron 
ad_6019;47.50;EUR;404;5908256839755;Bread maker - 15 Programs
ad_6023;46.55;EUR;230;5905575900722;Electric oven 26L
ad_6024;43.19;EUR;260;5905575902023;Electric oven 22L
ad_6025;49.31;EUR;501;5905575906632;Electric oven 35L
ad_6026;57.38;EUR;244;5905575906649;Electric oven 48L
ad_6027;62.00;EUR;270;5905575906656;Electric oven 48L
ad_6028;64.36;EUR;131;5905575906663;Electric oven 60L
ad_6029;27.18;EUR;1246;5905575908094;Electric oven 14L
ad_6205;41.19;EUR;1579;5903887801218;Oven microwave 20 L
ad_6206;41.71;EUR;9;5905575904591;Oven microwave 20 L
ad_6309;66.07;EUR;1679;5903887803168;Airfryer Oven 8in1 13 Liters
ad_6310;25.41;EUR;4934;5903887803250;Airfryer 3,0 L
ad_6312;17.54;EUR;2222;5905575904621;Airfryer Oven 2,5 liters
ad_6314;46.94;EUR;342;5905575904065;Electric pizza oven
ad_6315;50.04;EUR;0;5905575906328;Dual Air Fryer Oven
ad_6316;26.39;EUR;1016;5905575907233;Air Fryer Oven with glass bowl 3L
ad_6317;47.35;EUR;885;5906843080146;Air Fryer Oven 12 programs 5,5 liters
ad_6318;39.85;EUR;0;5906843080153;Air Fryer 8.0 L | 9 Preset Programs | Convection Technology | LED Display |
ad_633;17.28;EUR;78;5901436590316;Steam cooker
ad_6406;14.60;EUR;1762;5908256835696;Rice cooker - capacity 1.5L
ad_6413r;18.18;EUR;0;5903887809528;Slow cooker 5,8L
ad_6413w;18.18;EUR;0;5905575901354;Slow cooker 5,8L
ad_6415;48.60;EUR;15;5903887804066;Sous vide Slow Cooker
ad_6418;9.78;EUR;1021;5905575901798;Rice cooker 
ad_6420;30.31;EUR;1264;5905575902450;Multi-cooker 6 in 1 - 3,25 L
ad_6421;25.94;EUR;1545;5905575904584;2-in-1 breakfast station
ad_6503;7.46;EUR;5720;5908256834460;Hot Plate
ad_6504;12.25;EUR;0;5908256834477;Hot Plate
ad_6513;25.56;EUR;1893;5902934838856;Cooker induction
ad_6602;13.78;EUR;278;5908256831674;Grill electric with removable heater
ad_6610;29.24;EUR;718;5902934836982;Electric Grill
ad_6613;21.76;EUR;382;5903887807623;Electric table grill 3000W
ad_6614;21.76;EUR;0;5903887807647;Electric table grill 3000W
ad_6616;22.85;EUR;0;5903887809962;Raclette - electric grill
ad_6658;17.01;EUR;3128;5903887805582;Food Dehydrator
ad_6660;54.20;EUR;950;5905575905598;Food dehydrator
ad_6727;5.21;EUR;0;5905575902146;Grill Utensil Set - Stainless Steel with Carrying Case
ad_6728;3.95;EUR;0;5905575902160;Grill cutlery – set
ad_6729;7.04;EUR;0;5905575902184;Grill Utensil Set – In an Aluminum Case
ad_6730;4.45;EUR;50;5905575902207;Grill cutlery – set
ad_7011.1;1.90;EUR;239;5908256833487;Vacuum cleaner/Bag set for AD 7011
ad_7018_1;1.90;EUR;2723;5902934830560;Rotable mop/Map Refill for AD 7018
ad_7036;19.43;EUR;1795;5902934831178;Handheld Vacuum - 1,5L dust cont.
ad_7036.1;4.60;EUR;465;5902934831420;Set of 5 EPA F8 filters for vacuum cleaner AD 7036
ad_7036w;19.43;EUR;1892;5905575905932;Handheld Vacuum - 1,5L dust cont.
ad_7038;19.87;EUR;0;5903887803588;Steam Cleaner
ad_7038.1;1.07;EUR;98;5903887803847;Spare mop pad sets for AD7038.1
ad_7038.2;2.18;EUR;419;5905575904898;Spare cloths 5x small cloth
ad_7038.3;1.19;EUR;467;5905575904911;Spare cloths 5x large cloth
ad_7040.1;2.81;EUR;350;5902934836791;Vacuum cleaner/filter for AD 7040
ad_7041;53.82;EUR;0;5902934835282;Super silent vacuum cleaner
ad_7041.2;2.71;EUR;312;5902934836159;Filter Set for Vacuum AD 7041
ad_7044;47.78;EUR;652;5902934837088;Handheld bagless vacuum cleaner
ad_7044.1;2.95;EUR;1121;5902934838191;Filter HEPA H11  for AD 7044, AD 7048
ad_7044.2;22.51;EUR;267;5903887800198;Battery
ad_7048;53.41;EUR;2100;5903887809580;Bagless vacuum cleaner with brushless motor technology
ad_7048.1;23.51;EUR;145;5903887809603;Battery
ad_7049;17.25;EUR;1235;5903887809924;2-in-1 handheld bagless vacuum cleaner
ad_7049.1;1.30;EUR;0;5903887809948;HEPA 11 filter 4 piece set for AD 7049
ad_7050;14.82;EUR;3034;5905575900241;Steam Cleaner
ad_7050.1;0.58;EUR;167;5905575900265;Replacement cloths AD 7050.1
ad_7051;45.12;EUR;3212;5905575901293;Cordless Vacuum cleaner
ad_7051.1;21.59;EUR;185;5905575901316;Batery AD 7051.1
ad_7051.2;2.11;EUR;0;5905575901330;Filter set AD 7051.2
ad_7052;48.98;EUR;2513;5905575902696;Rotary steam mop
ad_7052.1;1.92;EUR;1084;5905575902962;Round steam mop inserts and a small fabric cover AD 7052
ad_7054;48.42;EUR;805;5905575905031;Bag vacuum cleaner allergy-friendly Classic AD 7054
ad_7054.1;1.85;EUR;179;Nonead_7054.1;Spare filter for Ad 7054
ad_7057;26.41;EUR;1219;5905575905710;Steam mop
ad_7057.1;2.13;EUR;225;5905575905734;AD 7057 mop insert
ad_7059;11.09;EUR;1621;5905575905574;Car vacuum cleaner - USB C / 12 V
ad_7061;74.98;EUR;1470;5905575905093;Allergy-friendly Cordless upright vacuum PRO 
ad_7061.1;2.50;EUR;116;5905575905116;Spare filter for AD 7061
ad_7061.2;22.75;EUR;153;5905575905918;Spare battery AD 7061
ad_7064;84.31;EUR;0;5905575905130;2in1 Dry & Wet hard flood carry cordless Vacuum Cleaner
ad_7064.1;1.05;EUR;299;5905575905154;EPA 12 filter for AD 7064
ad_7064.2;1.72;EUR;199;5905575905178;Mop Pads for Vacuum Cleaner with Mopping Function – Set of 2
ad_7065;48.57;EUR;934;5905575905635;Bagless cyclone vacuum cleaner
ad_7065.1;2.95;EUR;164;5905575905659;Vacuum cleaner filter set for AD 7065
ad_7065.2;4.88;EUR;0;5905575906168;TURBO brush
ad_7068;21.58;EUR;836;5905575907011;Steam mop
ad_7068.1;1.62;EUR;101;5905575907158;Mop Pads AD 7068.1
ad_7069;47.74;EUR;1072;5905575907035;Digitally controlled vacuum cleaner with bag
ad_7069.1;1.28;EUR;12;5905575907059;AD 7069.1 Reusable fabric bag
ad_7069.2;2.40;EUR;85;5905575907073;AD 7069.2 Filter Set
ad_7069.3;2.77;EUR;41;5905575907097;Mini turbo brush AD7069.3
ad_7069.4;2.77;EUR;38;5905575907110;Parquet brush with natural bristles AD 7069.4
ad_7069.5;5.50;EUR;42;5905575907134;Large turbo brush AD 7069.5
ad_7072;47.58;EUR;0;5905575908308;Universal steam mop 2in1
ad_7072.1;2.38;EUR;0;5905575908322;Spare mop covers AD 7072.1 2 pieces
ad_7301;3.92;EUR;0;5901436590866;Fan 15 cm - desk
ad_7302;6.41;EUR;0;5908256830769;Fan 23 cm - desk
ad_7303;10.15;EUR;0;5908256830776;Fan 30 cm - desk
ad_7304;12.83;EUR;0;5908256830783;Fan 40 cm - desk
ad_7305;10.11;EUR;0;5908256830790;Fan 40 cm - stand
ad_7317;4.73;EUR;3540;5902934830270;Fan 15 cm with clip and base
ad_7323b;15.26;EUR;0;5902934839570;Fan 40 cm - stand
ad_7323w;15.26;EUR;0;5902934839556;Fan 40 cm - stand
ad_7324;16.91;EUR;0;5903887803960;Loft Fan 17.5cm / 6.6"
ad_7326;18.26;EUR;0;5903887804134;Desk Loft fan 15cm / 6"
